Genes,R1_6,R1_21,R2_12,R2_17,R1_9,R2_3,R1_11,R1_17,R1_1,R2_9,R1_15,R1_22,R2_10,R1_16,R2_14,R1_20,R1_18,R1_19,R1_4,R1_2,R1_10,R1_12,R2_16,R2_13,R1_5,R1_7,R2_15,R2_18,R2_5,R2_1,R1_14,R2_2,R2_6,R1_3,R2_7,R2_8,R1_24,R1_8,R2_4,R1_23,R1_13,R2_11
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,807,2969,44901,683,914,2143,6027,2393,2066,28021,4351,1560,2705,6292,1594,7214,1922,0,766,1229,2322,3560,411,2122,2766,1186,1871,0,1276,2616,2148,3678,0,179,3650,400382,814,812,526,502,1215,2349
MEG_3435|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|IRLR,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6811|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1341|Drugs|betalactams|Class_A_betalactamases|BLAZ,77,24,0,0,26,46,0,0,39,0,11,994,43,0,0,0,143,0,722,174,80,0,0,0,1573,306,0,0,40,1256,781,143,388,1096,0,0,961,68,1042,5660,2514,0
MEG_1764|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,0,93,0,72,123,26,133,47,105,56,52,240,148,282,78,0,0,0,97,0,30,615,380,0,87,131,0,66,30,95,0,0,0,0,18,22,41,0,0,0,419
MEG_1336|Drugs|betalactams|Class_A_betalactamases|BLAZ,72,40,0,0,36,70,0,0,48,0,0,2126,0,0,0,0,450,0,344,427,132,0,0,0,1568,338,9,0,76,1253,589,179,514,1250,0,0,600,140,3661,6590,2837,0
MEG_1797|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,21,0,0,45,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3054,0,0,0,0,0,0
MEG_7863|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|ZRAS,0,0,2130,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23565,0,0,0,0,0,0
MEG_2921|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,299,562,3567,77,641,646,295,291,184,2188,395,376,112,973,449,992,86,0,62,143,68,563,2367,57,735,253,6576,218,847,1800,486,2046,0,117,83,302,173,285,408,1013,121,752
MEG_2479|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|CZRA,871,0,0,0,1064,0,0,0,1080,0,460,0,0,646,0,1056,0,0,0,834,0,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783,0,0,0,0
MEG_3871|Metals|Mercury_resistance|Mercury_resistance_protein|MERG,133,46,601,0,36,52,47,0,35,69,0,35,43,121,71,89,0,0,46,0,0,144,92,45,0,0,222,0,39,0,47,0,0,0,0,67,0,76,0,0,0,1124
MEG_4039|Drugs|MLS|Macrolide_phosphotransferases|MPHC,0,0,29,0,0,297,0,102,0,0,0,2292,0,0,48,90,2966,0,443,330,594,0,92,51,3848,802,95,0,85,2857,645,3479,999,2701,0,0,869,948,12042,11071,4615,36
MEG_2920|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,381,537,3233,110,590,656,260,352,205,2037,452,369,123,1078,528,1040,91,0,79,149,75,660,2877,84,766,272,7143,161,752,2064,620,2330,173,67,67,334,192,312,377,942,117,875
MEG_7158|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,2921,9975,16716,29841,5368,9461,9614,13538,7276,9360,8684,9949,13622,12193,9110,18908,7786,0,2468,4517,6621,6527,5192,20097,5699,7893,4084,18824,11675,11407,10842,13750,5934,155,9752,16788,3307,2312,1965,1672,1225,9856
MEG_3821|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,0,118,0,0,0,0,144,51,0,316,0,135,0,0,0,140,0,0,0,0,0,170,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,87,0,0
MEG_6947|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3254|Biocides|Acid_resistance|Acid_resistance_protein|HDEB,8,35,935,16,15,15,62,25,47,444,53,27,28,133,7,104,24,0,18,23,0,35,0,29,38,46,23,41,36,70,29,136,0,0,55,8053,25,14,21,9,15,22
MEG_6981|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,28,0,356,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0
MEG_6825|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,21,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2022|Metals|Copper_resistance|Copper_resistance_protein|COPA,270,424,74,224,403,366,0,201,565,0,111,393,0,0,0,409,0,0,92,578,0,333,0,0,0,386,0,0,476,650,290,546,0,0,0,0,4690,1323,341,237,0,0
MEG_7040|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,0,385,2051,124,0,163,697,200,260,1284,680,324,907,666,70,1149,317,0,162,105,0,461,81,123,398,112,124,0,137,542,324,681,0,0,526,21201,0,50,0,84,153,230
MEG_416|Drugs|betalactams|Class_C_betalactamases|ACT,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6998|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET44,5424,25962,16842,88601,14960,32601,19572,51379,13804,21729,26994,30525,15165,37524,46834,40708,24817,0,8626,10497,15069,14634,20956,83623,17172,36320,17525,44225,32496,50727,44883,48707,34863,209,15223,20603,9278,3639,7196,3576,4123,52865
MEG_5846|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|QACG,1687,1267,965,761,528,1434,689,1084,1450,613,611,7965,550,971,547,1786,567,0,2285,4433,3800,459,714,951,2641,3608,631,634,1469,2058,2328,3127,4391,141,1839,1114,7380,926,429,193,77,752
MEG_4024|Drugs|betalactams|Class_C_betalactamases|MOX,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1823|Drugs|betalactams|Class_C_betalactamases|CMY,18,0,0,0,0,0,30,0,0,51,0,12,0,23,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4591,0,0,0,0,0,0
MEG_3112|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_171|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,0,2073,0,7,0,10,24,8,328,14,11,51,0,103,11,0,0,0,0,0,0,31,28,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,62
MEG_3706|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_917|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,167,177,0,0,76,3377,42,40,0,0,41,137,0,215,0,123,25,0,30,59,0,359,0,0,495,154,0,0,106,468,98,477,0,22,0,0,866,72,116,118,0,0
MEG_6633|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,532,842,8115,992,524,890,1575,945,611,5904,1029,748,2740,1753,1987,2340,513,0,203,487,438,2092,11545,671,635,306,23085,1852,949,1265,1239,2180,305,201,8021,1979,245,323,297,889,332,6543
MEG_1012|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,226,324,0,521,114,66,0,38,60,17,0,64,0,55,0,90,21,0,85,48,873,0,0,0,404,295,0,2369,165,621,74,914,3097,16,0,0,98,90,116,36,0,0
MEG_5423|Metals|Multi-metal_resistance|Multi-metal_resistance_regulator|PCOE,300,36,675,0,32,78,61,38,41,403,88,21,107,111,25,119,25,0,14,11,616,25,26,65,69,134,84,0,22,158,59,78,0,75,35,6934,12,0,0,23,0,27
MEG_1779|Drugs|Multi-drug_resistance|Multi-drug_MFS_efflux_pumps|CMR,704,314,3944,869,568,976,570,1546,443,501,878,743,285,1732,2303,1298,324,0,118,530,0,1092,1153,1039,279,528,993,0,731,867,1376,726,0,24,538,351,593,228,108,546,400,2396
MEG_7163|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,4122,15990,4466,39402,5704,11792,17243,19296,9664,15319,12862,14113,6651,15969,10453,25965,14470,0,1627,6019,7353,12871,2658,19969,5257,5354,3872,23572,10092,8546,13269,9087,2263,1311,12631,17420,2486,2834,1761,4893,4409,12252
MEG_1454|Drugs|betalactams|Class_A_betalactamases|BLAZ,79,50,0,0,156,23,0,24,66,0,13,336,0,70,0,51,425,0,465,89,921,0,0,0,924,229,0,0,102,1956,147,995,1058,153,0,0,505,163,2374,377,99,0
MEG_3103|Drugs|betalactams|Class_A_betalactamases|GES,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6081|Drugs|betalactams|Class_A_betalactamases|ROB,196,1432,4982,383,276,556,1603,532,1322,4268,1843,1319,9625,1926,178,3692,1218,0,516,553,352,1428,357,594,755,410,766,114,429,1607,1630,2231,596,43,10308,2066,562,164,214,241,502,373
MEG_3777|Drugs|betalactams|Penicillin_binding_protein|MECA,872,1132,72,0,223,223,32,87,721,35,314,50184,201,1927,0,75,7005,0,13160,5563,667,249,0,29,19473,780,29,186,584,25202,13770,22317,1113,27081,44,89,21058,1821,19050,153206,41456,0
MEG_2056|Metals|Copper_resistance|Copper_resistance_protein|COPF,0,151,0,0,542,0,0,0,477,0,0,135,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,317,0,0,0,155,0,0,338,520,0,0,0,0
MEG_4305|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_817|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,435,453,5409,0,418,623,305,336,322,2024,282,1287,2599,974,0,1275,169,0,147,336,0,1061,0,0,0,282,2647,0,653,2333,474,1424,0,0,392,3335,929,237,514,570,90,0
MEG_6671|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_36|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2045|Metals|Copper_resistance|Copper_resistance_protein|COPC,125,95,0,0,68,94,105,74,85,50,0,110,0,38,0,162,26,0,33,137,0,86,0,0,0,122,0,0,111,0,58,94,0,0,0,0,1332,122,45,14,0,0
MEG_6839|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6987|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39,4872,7025,57508,401,9758,3561,2540,3114,2075,52256,2936,3440,626,8601,285,20975,547,0,1120,1092,3683,1174,3335,3601,23904,5566,26591,1980,23450,51701,6416,69218,12001,993,9640,2150,2661,1937,6288,32618,751,2698
MEG_1084|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,6775,5408,48111,5902,5990,8499,6240,8294,4327,21988,5529,10199,11230,12894,18546,12009,2042,0,1422,6621,6241,11366,82502,8358,5378,4856,84785,11889,7452,17296,8687,12842,2668,6526,6117,12084,2695,2433,2278,27659,11600,49968
MEG_1445|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,85,0,0,0,44,0,0,0,0,151,0,0,167,35,0,0,87,0,888,82,0,0
MEG_738|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,94,71,145,64,98,88,72,117,97,113,80,163,124,203,477,220,62,0,0,50,111,156,205,84,0,60,53,55,108,158,99,157,0,12,478,39,33,22,38,54,42,156
MEG_6080|Drugs|betalactams|Class_A_betalactamases|ROB,229,1763,6213,370,290,608,1879,671,1622,5400,2245,1573,11925,2368,240,4366,1555,0,603,670,514,1599,472,733,825,504,1062,219,486,1872,1976,2524,675,0,12397,2472,722,173,227,266,580,439
MEG_1176|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM,704,11,189,0,74,70,314,85,45,64,81,41,33,189,0,299,19,0,12,11,0,49,7,30,163,42,29,0,0,190,23,29,195,380,42,116,0,18,0,50,13,49
MEG_1096|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,6371,5576,47537,6068,6116,8467,5683,8280,4152,21451,5061,10026,10949,12407,18197,11304,1997,0,1437,6507,5980,10214,81408,8435,4865,4064,84390,11210,7336,17382,8294,12220,2184,5947,5727,11534,2612,2467,2225,26528,10105,47149
MEG_7248|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ,5070,6436,15722,14090,12047,23596,8546,31398,7451,9322,8645,11833,16451,18422,92331,16648,5090,0,1476,8373,3792,13349,69630,54156,2315,12706,17942,17920,12442,10375,18442,8304,1530,379,18376,7068,3536,2848,2149,3479,2672,57647
MEG_1921|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
MEG_7175|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,954,8393,2382,22246,3710,5922,7183,9885,4325,6169,6403,5593,2864,6915,6224,11565,5574,0,715,2427,3706,5206,2196,12796,2287,3216,2114,13596,7134,5020,6322,5635,1624,62,6752,9009,1208,1024,993,836,968,7236
MEG_502|Metals|Tellurium_resistance|Tellurium_resistance_protein|ACTP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,0,0,0,0
MEG_3066|Drugs|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,106,0,0,0,0,175,0,235,0,0,0,27,0,275,0,0,0,0,24,24,0,0,0,0,46,1492,0,0,0,147,0,5460,17,0,0,0,20,0,0,0,0,0
MEG_890|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,741,872,13164,429,479,914,983,662,533,5829,708,1364,3211,1539,413,2366,368,0,212,278,346,883,3028,344,1183,277,8617,1410,968,3203,916,2310,235,138,866,8181,246,315,393,1095,217,4370
MEG_4107|Drugs|MLS|23S_rRNA_methyltransferases|MYRA,11865,13994,31738,22917,25631,52788,22553,66795,15962,23274,22184,23097,36286,36908,174336,38346,11169,0,3359,18914,11461,33314,130583,111765,5522,30680,37312,36830,24553,20568,36378,16812,4503,1175,39993,15006,7140,6560,4174,7880,7222,128238
MEG_4004|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_pumps|MODB,0,149,3024,54,39,85,268,116,123,1672,155,103,131,237,73,347,83,0,0,54,0,143,0,108,139,0,91,0,60,108,123,257,0,0,147,20459,15,44,0,22,44,101
MEG_7690|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGAE,554,443,3024,12943,580,1450,455,1528,366,3270,419,573,1489,785,4100,1119,266,0,308,318,1314,394,8561,6965,332,1508,4517,5320,1310,1014,1163,1311,1152,0,1762,1330,225,245,232,349,120,7768
MEG_1353|Drugs|betalactams|Class_A_betalactamases|BLAZ,200,36,0,0,94,63,0,35,65,0,0,550,0,221,0,14,1578,0,1413,141,377,0,0,0,236,344,0,36,61,578,479,4036,464,335,0,0,685,475,8671,515,123,0
MEG_6763|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_4321|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|OPTRA,0,0,0,0,0,0,34,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
MEG_745|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,84,0,358,17,68,0,37,28,21,268,0,1482,0,103,0,0,0,0,17,181,16,78,0,0,0,11,0,0,0,0,42,0,0,0,71,0,29,0,26,61,0,0
MEG_2685|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|DSBA,0,31,298,0,0,0,0,0,0,176,36,0,28,60,0,94,15,0,0,0,0,0,0,22,28,0,27,0,15,0,0,42,0,0,32,3030,0,0,0,0,0,0
MEG_65|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,0,54,60,0,62,102,418,0,53,0,84,63,89,94,0,88,58,0,0,51,0,105,0,0,0,0,0,0,39,229,59,82,0,0,94,144,0,59,0,0,0,0
MEG_2914|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,173,294,950,0,368,441,138,258,102,588,217,223,34,722,141,644,72,0,65,132,0,451,838,32,333,218,2209,0,555,1280,363,1274,103,46,49,167,160,179,188,457,75,279
MEG_5146|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0
MEG_3826|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,186,171,264,335,86,149,220,247,82,1165,223,395,83,415,22,388,52,0,81,0,0,411,371,84,81,103,544,480,164,663,438,751,2359,0,39,100,103,124,0,214,0,361
MEG_6545|Biocides|Peroxide_resistance|peroxide_resistance_protein|SODB,246,942,13212,372,460,738,1977,939,591,7690,1512,683,890,2221,406,2602,632,0,306,214,924,1092,158,589,1357,373,502,0,539,1232,780,1243,0,73,1230,103013,393,289,183,234,351,658
MEG_20|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,524,704,14079,205,431,342,821,338,226,5079,508,379,357,1470,31,1608,118,0,104,154,0,462,1170,103,1347,193,5567,550,1027,2066,450,3053,0,197,182,1346,131,167,288,1660,201,3952
MEG_7263|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,308,985,16976,308,311,595,1815,618,675,10421,1260,512,1020,2138,369,2352,599,0,237,357,895,914,114,649,740,309,677,287,571,1097,746,1050,0,0,1423,157113,288,214,107,167,325,701
MEG_3001|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,0,15,0,12,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6862|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1180|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_regulator|ASMA,436,2178,33147,434,761,1498,3544,1538,1373,20251,2915,1362,1724,4263,901,5307,1241,0,476,624,1314,2248,312,1364,2053,789,1185,934,1038,2030,1744,2211,0,74,3019,282779,605,433,345,385,723,1402
MEG_6674|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,28,30,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,376,0,0,0,78,60,0,0,20,0,0,0,0,0,0
MEG_1247|Drugs|betalactams|Class_A_betalactamases|BLAA,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_3602|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUA,1257,365,302,178,489,522,54,403,1167,132,129,2702,175,283,212,288,82,0,4782,1180,1656,43,500,664,7243,3652,353,249,741,3674,2103,2990,2011,4277,179,100,2997,1022,379,10090,2636,409
MEG_7135|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2025,1752,3485,11912,1540,3684,578,3664,1690,1635,911,3134,4770,1758,8310,1471,649,0,9674,1054,1564,489,13807,14011,586,3959,6217,6273,2798,2408,5405,2907,5086,1126,1250,1778,8135,1041,1904,1663,298,7577
MEG_1457|Drugs|Glycopeptides|Bleomycin_resistance_protein|BLE,0,146,9058,173,96,157,174,190,110,9464,181,96,29,239,67,394,74,0,0,68,0,183,3102,174,102,77,10651,0,88,90,138,300,0,0,109,228,46,50,0,149,33,543
MEG_6842|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6985|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,0,0,32,0,0,0,0,0,0,0,0,0,114,0,61,0,0,0,0,0,0,0,0,0,0,626,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0
MEG_3790|Drugs|betalactams|Penicillin_binding_protein|MECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_741|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,116,57,144,55,84,126,79,77,65,122,43,187,114,182,422,206,56,0,0,77,96,118,177,95,41,67,114,58,125,199,73,115,0,19,455,24,42,24,39,51,33,123
MEG_18|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0
MEG_7086|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETH,1094,1830,67892,6881,1530,3798,2566,3339,2011,7596,2625,2347,20117,4094,7727,4822,1516,0,916,1064,2009,2103,104858,3829,1049,1409,102235,5246,2818,2981,3739,4900,1046,83,3172,8046,755,489,322,1377,668,35392
MEG_1350|Drugs|betalactams|Class_A_betalactamases|BLAZ,294,0,0,0,322,96,0,0,143,0,0,549,0,426,0,0,4118,0,3273,229,1712,0,0,0,831,948,0,0,236,2129,1075,6847,2036,1007,0,0,1867,1343,20165,1635,427,0
MEG_6605|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,618,654,0,0,511,1102,516,739,364,0,389,1872,0,1368,871,1329,0,0,0,603,0,1160,549,685,511,0,0,0,696,1927,646,1155,448,537,717,0,0,300,380,1621,1024,720
MEG_7070|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETD,259,1416,8750,210,386,650,1859,596,1186,5002,2169,1333,2501,2543,271,4002,779,0,694,552,813,1328,243,364,2448,482,527,467,541,2757,1512,3090,1000,15,966,99769,732,251,317,371,397,641
MEG_5261|Drugs|betalactams|Class_D_betalactamases|OXA,0,0,405,0,0,0,15,0,25,1777,24,0,0,40,0,193,0,0,0,0,0,0,199,0,72,0,535,0,0,0,0,0,0,0,0,0,215,220,21,34,0,0
MEG_897|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,382,233,414,50,273,539,229,314,196,350,164,2464,474,598,470,814,142,0,65,329,325,610,243,329,367,318,98,288,369,995,407,771,0,0,1167,305,164,83,237,227,76,300
MEG_944|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,80,69,0,0,77,65,31,0,0,0,0,197,0,215,0,115,0,0,40,42,0,1558,0,0,0,0,0,0,0,281,0,0,0,0,0,0,503,43,92,46,0,0
MEG_7267|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC,250,760,11922,196,239,434,1385,498,464,7633,1084,405,694,1519,370,1922,497,0,177,256,598,776,91,466,605,290,601,263,328,927,609,971,0,0,1101,118367,208,176,99,129,236,565
MEG_1043|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,143,30,0,0,0,96,36,0,0,0,71,83,0,34,0,96,0,0,28,49,0,0,0,0,420,122,0,0,0,1086,21,0,0,1878,0,0,162,126,0,855,32,0
MEG_6917|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7036|Drugs|Tetracyclines|Tetracycline_resistance_ABC_efflux_pumps|TETA60,0,0,0,0,64,0,0,0,256,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,2229,0,63,0,0
MEG_6794|Drugs|betalactams|Class_A_betalactamases|TEM,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_1301|Drugs|betalactams|Penicillin_binding_protein_regulator|BLAR,6008,957,246,152,2361,1470,0,946,2673,0,256,22927,4262,3494,308,819,7647,0,17109,5778,9281,193,508,947,21486,12260,359,733,2261,18572,7613,56661,13548,13817,188,177,14358,5407,40139,33467,8590,179
MEG_5255|Drugs|betalactams|Class_D_betalactamases|OXA,0,222,390,0,79,70,170,97,194,508,168,206,1861,417,29,403,160,0,69,82,0,507,0,76,250,0,0,0,124,416,194,0,0,0,334,1589,63,0,38,142,68,75
MEG_5046|Drugs|betalactams|Class_D_betalactamases|OXA,0,88,114,0,99,0,0,0,206,274,0,0,0,112,0,284,0,0,0,0,0,0,0,0,0,0,43,0,209,559,0,654,0,0,0,25,0,33,89,0,0,0
MEG_6626|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,422,704,8047,1252,567,733,1088,785,508,4446,781,574,1806,1519,1641,1998,390,0,132,376,406,1611,10940,478,424,183,23369,1613,787,985,971,1770,142,157,7498,1776,167,237,245,644,191,5830
